PMX Bone Weight
3.60654,21.38532,-0.1227858,0.3563188,-0.4027128,-0.8431247,左腕,左肩,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
3.758973,21.43652,-0.07917768,0.3342243,-0.4553436,-0.8252007,左腕,左肩,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
3.798985,21.61282,-0.117371,0.3580408,-0.08669885,-0.9296721,左腕,左肩,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
3.962339,22.06183,0.02940185,0.4414117,0.4207107,-0.7925643,左腕,左肩,,,0.97,0.03000003,0,0,False,0,0,0,0,0,0,0,0,0
3.876985,21.85154,-0.07616621,0.4177513,0.2437416,-0.8752566,左腕,左肩,,,0.96,0.04000002,0,0,False,0,0,0,0,0,0,0,0,0
3.679117,21.93793,-0.1258087,0.3357751,0.3274381,-0.8831984,左腕,左肩,,,0.96,0.04000002,0,0,False,0,0,0,0,0,0,0,0,0
3.631822,21.66938,-0.1759946,0.3351293,0.01703026,-0.9420182,左腕,左肩,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
3.490829,21.771,-0.2190402,0.3118178,0.1700825,-0.9347948,左腕,左肩,,,0.79,0.21,0,0,False,0,0,0,0,0,0,0,0,0
3.422095,21.55054,-0.2243856,0.3392084,-0.1237989,-0.9325296,左腕,左肩,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
3.309328,21.59705,-0.2873131,0.4012657,-0.04566781,-0.9148225,左腕,左肩,,,0.79,0.21,0,0,False,0,0,0,0,0,0,0,0,0
3.345713,21.28936,-0.1718263,0.3487762,-0.4133222,-0.8411421,左腕,左肩,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
3.327881,21.4581,-0.2391859,0.4613618,-0.3873703,-0.7981788,左腕,左肩,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
3.299966,21.0636,0.00196498,0.3683252,-0.7331932,-0.5716332,左腕,左肩,,,0.8,0.2,0,0,False,0,0,0,0,0,0,0,0,0
3.1737,21.46502,-0.3289131,0.5739871,-0.1870263,-0.7972202,左腕,左肩,,,0.6,0.4,0,0,False,0,0,0,0,0,0,0,0,0
3.21362,21.7788,-0.3538699,0.349149,0.1711285,-0.9213089,左腕,左肩,,,0.73,0.27,0,0,False,0,0,0,0,0,0,0,0,0
3.309701,21.87408,-0.2586766,0.3144692,0.2739491,-0.9088789,左腕,左肩,,,0.79,0.21,0,0,False,0,0,0,0,0,0,0,0,0
3.541675,22.00504,-0.1523966,0.2615614,0.3997603,-0.8785084,左腕,左肩,,,0.79,0.21,0,0,False,0,0,0,0,0,0,0,0,0
3.747933,22.15624,-0.01734289,0.3270383,0.4788236,-0.8147232,左腕,左肩,,,0.97,0.03000003,0,0,False,0,0,0,0,0,0,0,0,0
